gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status
LITCHI025949	344.101944790765	0.822307746651365	0.44701266455598	1.83956252664154	0.0658324902226968	0.376836259164068	1.83956252664154	0.121281695495337	FALSE	336	336	0	1	0	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI008409	4.71670792671891	-3.3450004960801	1.81887743790926	-1.83904667041506	0.0659083218965693	0.376893323976824	-1.83904667041506	-0.0294348283852441	FALSE	1320	1320	1308	1	0.99090909	PASS	1	LITCHI008410	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI011756	83.5245127174652	0.697448100372695	0.379247283813542	1.83903255247992	0.0659103982667963	0.376893323976824	1.83903255247992	0.145448421207597	FALSE	2142	2142	2063	1	0.96311858	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI015754	655.127440332912	-0.361985381179596	0.196839437822402	-1.8389880868599	0.0659169383211508	0.376893323976824	-1.8389880868599	-0.197495187434685	FALSE	3338	3338	3338	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI003778	1186.09679570997	-0.376108193994502	0.204528607647394	-1.83890262746476	0.0659295092886338	0.376893323976824	-1.83890262746476	-0.199502343900191	FALSE	5573	5573	5573	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI020149	670.812279121651	-0.631649907679524	0.34350537456698	-1.83883558874669	0.0659393719809285	0.376893323976824	-1.83883558874669	-0.166457567624743	FALSE	4562	4562	4049	1	0.88754932	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI031304	1364.24942800582	0.451940698298164	0.24581221101735	1.83856081204308	0.0659798096559206	0.376924025492365	1.83856081204308	0.20009570589612	FALSE	3730	3730	2071	1	0.55522788	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI023161	76.3364117714984	-2.88393638548541	1.56860508162365	-1.8385356641203	0.0659835115852924	0.376924025492365	-1.8385356641203	-0.0297911459972279	FALSE	6351	6351	6351	1	1	PASS	1	LITCHI023160	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI022197	75.337688958171	-0.93303534963829	0.507563949076859	-1.83826166404305	0.0660238571802945	0.377035680942687	-1.83826166404305	-0.107457048647922	FALSE	753	753	753	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI018723	355.451261702062	0.407345850378269	0.221618303253637	1.83805148039633	0.0660548197955282	0.377035680942687	1.83805148039633	0.19987169043772	FALSE	3329	3329	3329	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI024864	48.0978145224066	1.20668532824434	0.656577420196007	1.83784164841384	0.0660857425403647	0.377035680942687	1.83784164841384	0.0793607398402596	FALSE	2319	2319	2319	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI013337	897.243001743528	-0.510544784336985	0.277801808329807	-1.8378022353651	0.0660915521353026	0.377035680942687	-1.8378022353651	-0.187129314730764	FALSE	3202	3202	3191	1	0.99656465	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI016239	88.4781536098502	-1.73261819980117	0.942795823977797	-1.83774488148558	0.0661000070112431	0.377035680942687	-1.83774488148558	-0.0530550019257923	FALSE	1524	1524	1524	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI007431	1051.7746265579	0.623914863687731	0.339546817475932	1.83749289221937	0.0661371648056858	0.377136999896352	1.83749289221937	0.157886272731886	FALSE	6049	6049	6046	1	0.99950405	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI024969	58.0935312911306	-1.2160039503939	0.662006548394623	-1.83684580362948	0.0662326619449358	0.3775547062406	-1.83684580362948	-0.079735359003918	FALSE	2631	2631	2631	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012904	1152.60580353775	-0.30855071308992	0.168004775496458	-1.83655918219078	0.0662749977400283	0.3775547062406	-1.83655918219078	-0.190619142040402	FALSE	4387	4387	4387	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI028462	10.8526563457439	2.14617119570719	1.16858422167727	1.83655671187036	0.0662753627188195	0.3775547062406	1.83655671187036	0.0444998206857235	FALSE	996	996	855	1	0.85843373	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI016910	1415.6244064509	2.26496359470936	1.23332416180375	1.83647062536814	0.0662880826487739	0.3775547062406	1.83647062536814	0.0390903940284642	FALSE	3887	3887	3887	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI009786	96.3514841536888	-0.91097341606856	0.496119165974211	-1.83619879768143	0.0663282604417348	0.377656475233058	-1.83619879768143	-0.106646002144167	FALSE	870	870	550	1	0.63218391	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI014985	14297.7732319816	-0.437238599749882	0.238144516395056	-1.83602211954589	0.0663543853049961	0.377656475233058	-1.83602211954589	-0.209960943863501	FALSE	1807	1807	1807	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI031388	89.8523714508192	-0.610737852549869	0.332656793689166	-1.83593981585881	0.0663665581968257	0.377656475233058	-1.83593981585881	-0.165146522654641	FALSE	711	711	656	1	0.92264416	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI022464	55.0039281720608	0.738391779851517	0.402255733866917	1.83562773053176	0.0664127329998648	0.377656475233058	1.83562773053176	0.140845821861907	FALSE	1668	1668	1668	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI024480	397.19032896465	0.755806657405683	0.411768077272614	1.83551542511951	0.0664293556992674	0.377656475233058	1.83551542511951	0.130146281031268	FALSE	1354	1354	995	1	0.73485968	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI029906	56.9684074027126	-1.10080453857171	0.599757061156051	-1.83541738791682	0.0664438693147761	0.377656475233058	-1.83541738791682	-0.0879521533869484	FALSE	1722	1722	1719	1	0.99825784	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI026762	331.279375279094	-0.83393230466377	0.454375472465761	-1.83533741409559	0.0664557107269343	0.377656475233058	-1.83533741409559	-0.118669895017894	FALSE	1618	1618	1618	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI005526	1043.36680493532	0.312411901326113	0.170241484844605	1.83511029412883	0.0664893489738576	0.377656475233058	1.83511029412883	0.190410457405464	FALSE	8592	8592	8592	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI031282	8.3320079704561	-2.11080687241777	1.15036271347814	-1.83490550214003	0.0665196922950465	0.377656475233058	-1.83490550214003	-0.0480561134089469	FALSE	2178	2178	1555	1	0.71395776	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI020229	35.5580130745022	1.04563297007735	0.569895334271364	1.83478071708419	0.0665381868568875	0.377656475233058	1.83478071708419	0.0924390165215354	FALSE	1590	1590	1590	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI021747	4958.93871882809	-0.333259712589601	0.181638110456632	-1.83474553744143	0.0665434016445208	0.377656475233058	-1.83474553744143	-0.196253374532157	FALSE	1964	1964	1964	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI005598	18.2018128199703	-1.58022945198542	0.861332332948754	-1.83463384751334	0.0665599600200402	0.377656475233058	-1.83463384751334	-0.0607290956311548	FALSE	1353	1353	1296	1	0.9578714	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012884	5.47558884533932	3.53818991009275	1.92861628547264	1.8345743198086	0.0665687865716394	0.377656475233058	1.8345743198086	0.0250145638985213	FALSE	2179	2179	1922	1	0.88205599	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI028978	36.795374303213	-2.34940473836356	1.28066932567005	-1.83451316532029	0.0665778553406491	0.377656475233058	-1.83451316532029	-0.037866833965977	FALSE	2794	2794	2794	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI010003	554.156420779136	-0.473591175702124	0.258255266113628	-1.83381033358581	0.0666821532736603	0.378040855551184	-1.83381033358581	-0.195258294455455	FALSE	2373	2373	2373	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI020359	86.2873107647214	0.754683487656161	0.411542012925134	1.83379451903845	0.0666845016477533	0.378040855551184	1.83379451903845	0.132452323218801	FALSE	2307	2307	2307	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI006474	26.2133127307153	-1.31649257487507	0.718007750774408	-1.83353532528746	0.0667230002134485	0.378148860142963	-1.83353532528746	-0.0729983459162458	FALSE	6381	6381	6381	1	1	PASS	1	LITCHI006473	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI008641	1010.80584488077	0.389054048593414	0.212216139944197	1.83329151447065	0.0667592306245816	0.378185960081281	1.83329151447065	0.200929423972195	FALSE	2721	2721	2721	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI023602	28.044007981267	1.51783231452086	0.827955414784795	1.83322952832596	0.0667684443794825	0.378185960081281	1.83322952832596	0.061837777784421	FALSE	231	231	207	1	0.8961039	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI028981	1058.43040050667	-0.364084941352533	0.19861775302478	-1.8330936475105	0.0667886456619337	0.378190219830024	-1.8330936475105	-0.20009867182851	FALSE	1378	1378	1340	1	0.9724238	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI006179	2123.51954834522	0.401431366144626	0.219066438392973	1.83246401908683	0.066882317669761	0.378610383431878	1.83246401908683	0.200034217296285	FALSE	6592	6592	6592	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI022614	918.991276165031	0.532825906718304	0.290829585289409	1.83208976551708	0.0669380479103012	0.378815582542435	1.83208976551708	0.183254356520232	FALSE	11621	11621	10984	1	0.94518544	PASS	1	LITCHI022615	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI019914	266.296574031935	0.396983763291965	0.216700461899069	1.83194701023233	0.0669593157239058	0.378825689337023	1.83194701023233	0.198393858282193	FALSE	5247	5247	4339	1	0.82694873	PASS	1	LITCHI019915	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI026847	16.4587423599318	1.41279598864678	0.771443572641944	1.83136659471854	0.0670458438578984	0.379028718841771	1.83136659471854	0.0669828034965708	FALSE	255	255	36	1	0.14117647	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI024215	158.658846459531	0.539709884660454	0.294732730531616	1.83118408222584	0.0670730717690312	0.379028718841771	1.83118408222584	0.180083709795792	FALSE	1283	1283	1193	1	0.92985191	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI024575	700.369918058764	0.724331530845945	0.395580214865187	1.83106106834184	0.0670914285847259	0.379028718841771	1.83106106834184	0.13492061079945	FALSE	1794	1794	1794	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012116	41.6298627797212	1.12408868756591	0.613911339353203	1.83102773235988	0.0670964038774227	0.379028718841771	1.83102773235988	0.0852374343481952	FALSE	1654	1654	749	1	0.4528416	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI000844	53.3629403174757	0.845212372247063	0.461629881129181	1.83093081015382	0.067110870943481	0.379028718841771	1.83093081015382	0.116728579533932	FALSE	2129	2129	1913	1	0.89854392	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI013720	309.363577355162	-0.358319101961397	0.195704165908882	-1.83092219982801	0.0671121562855345	0.379028718841771	-1.83092219982801	-0.197910572291583	FALSE	6687	6687	6687	1	1	PASS	1	LITCHI013721	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI006815	172.880058990697	0.947734694842447	0.517681590513013	1.83072898903602	0.0671410039562462	0.379039446028533	1.83072898903602	0.102223340029886	FALSE	1582	1582	1582	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI002899	4286.39195381636	-0.286293019756979	0.156388863024866	-1.83064838646124	0.0671530414794701	0.379039446028533	-1.83064838646124	-0.186312569827128	FALSE	3991	3991	3991	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI024874	33.3716351249694	2.39979629443063	1.31140319090484	1.82994544399027	0.0672580971443754	0.37932628797897	1.82994544399027	0.0371595165910231	FALSE	1915	1915	1915	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI031162	51.8281338942767	1.72295087657841	0.941539562794632	1.82992934621295	0.067260504561452	0.37932628797897	1.82992934621295	0.0529687199914191	FALSE	839	839	225	1	0.2681764	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI004102	2010.90084212814	0.357886254614739	0.19558876162207	1.82978946053287	0.0672814274027948	0.37932628797897	1.82978946053287	0.194118789485391	FALSE	2865	2865	2864	1	0.99965096	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI013191	183.213197767639	0.713894331996318	0.390194586437886	1.82958543457384	0.0673119533731835	0.37932628797897	1.82958543457384	0.139706432171853	FALSE	3433	3433	3433	1	1	PASS	1	LITCHI013192	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI029466	754.661653911752	-0.958228103382608	0.523742577367864	-1.82957839364198	0.0673130070272483	0.37932628797897	-1.82957839364198	-0.0968825302116874	FALSE	3726	3726	3178	1	0.85292539	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI025421	22.5515136389766	-1.21105528009881	0.66195043810215	-1.82952561157143	0.0673209061360465	0.37932628797897	-1.82952561157143	-0.0794053697720683	FALSE	639	639	639	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI028338	1216.45468292336	0.194206717795452	0.10619665938654	1.82874601628069	0.0674376654559076	0.37987410335751	1.82874601628069	0.149535057522093	FALSE	6065	6065	6065	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI029914	29.8241474184709	0.994574303863375	0.543915858747869	1.82854441154364	0.0674678867272441	0.3799342766902	1.82854441154364	0.0974200680628411	FALSE	1098	1098	1098	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI010147	7165.34460848482	-0.299825806459449	0.163990496063038	-1.82831208916031	0.0675027265027943	0.379957361168582	-1.82831208916031	-0.187288123097212	FALSE	6365	6365	6365	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI006527	257.412010510246	-0.686828397708982	0.375715674215286	-1.82805361832051	0.0675415049753925	0.379957361168582	-1.82805361832051	-0.149454073354627	FALSE	3111	3111	3111	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI004495	1052.91267992029	-0.341603331417595	0.186870237647559	-1.82802427886812	0.0675459079420616	0.379957361168582	-1.82802427886812	-0.19598535262941	FALSE	603	603	603	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI016470	575.719573054166	0.478306067686215	0.26165596535616	1.82799603683851	0.0675501464417479	0.379957361168582	1.82799603683851	0.191536708851048	FALSE	1380	1380	1372	1	0.9942029	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI009868	499.795824718026	-0.342653799172494	0.187550903702324	-1.82699092570807	0.0677011337717052	0.380696514225219	-1.82699092570807	-0.19589279119035	FALSE	1492	1492	1492	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI002905	1701.14944145604	-0.453623411997531	0.248392680536403	-1.82623502036345	0.0678148683404405	0.381126342112084	-1.82623502036345	-0.198960372424588	FALSE	6495	6495	6495	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI026301	1350.28310023238	-0.23816473452895	0.130413874048607	-1.82622237293697	0.0678167726257553	0.381126342112084	-1.82622237293697	-0.165102766822586	FALSE	2038	2038	2038	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI027347	1410.29796823865	-0.19208193912336	0.105206273700569	-1.82576506482921	0.0678856576980594	0.381307970522947	-1.82576506482921	-0.149717463717362	FALSE	9125	9125	9125	1	1	PASS	1	LITCHI027346	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI029406	289.249478527042	-0.795609149828419	0.435789658814512	-1.82567239432145	0.0678996238192684	0.381307970522947	-1.82567239432145	-0.123463347284643	FALSE	4364	4364	2233	1	0.51168653	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI012488	2164.23041554474	-0.323630587487957	0.177291363345529	-1.82541654246982	0.0679381948279201	0.381307970522947	-1.82541654246982	-0.184648135221813	FALSE	3151	3151	2097	1	0.66550301	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI001874	1022.50629599528	0.311473151743841	0.170641357866746	1.82530868036734	0.067954461004563	0.381307970522947	1.82530868036734	0.18873399837819	FALSE	4561	4561	4561	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI015206	71.3268058451268	-0.864490267860123	0.473639820798176	-1.82520605299463	0.0679699407296496	0.381307970522947	-1.82520605299463	-0.112366835616209	FALSE	3559	3559	287	1	0.08064063	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI001535	329.271397175065	-0.364403181308303	0.199661439102053	-1.82510545324701	0.0679851174338783	0.381307970522947	-1.82510545324701	-0.197662353682242	FALSE	336	336	336	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI029463	1004.70824071104	-0.634480856753045	0.347642222183563	-1.82509723004252	0.0679863581282107	0.381307970522947	-1.82509723004252	-0.156618880436002	FALSE	2195	2195	2162	1	0.98496583	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012388	25674.8503301264	-0.898465332424572	0.492348696581865	-1.82485571437921	0.0680228056483063	0.381402380574197	-1.82485571437921	-0.107728081687406	FALSE	4114	4114	4114	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI000424	75.5604025539946	0.93279284259464	0.511249800670175	1.82453438880931	0.0680713223201053	0.38156438815637	1.82453438880931	0.102384113177056	FALSE	5070	5070	5070	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012971	165.228709337687	-0.599585423522142	0.328670224736493	-1.82427667125263	0.068110255433341	0.381610891266977	-1.82427667125263	-0.16557410883928	FALSE	6409	6409	2014	1	0.31424559	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI017270	459.48283611286	0.356952278643093	0.195685771601471	1.82410951865245	0.0681355167842311	0.381610891266977	1.82410951865245	0.204671752788088	FALSE	1759	1759	1759	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI018584	85.93797856503	-0.769384723168589	0.4217910289854	-1.82408982243959	0.0681384939305192	0.381610891266977	-1.82408982243959	-0.128584565163649	FALSE	649	649	649	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI009354	520.514911385273	0.44328391705337	0.243061268340081	1.82375382174484	0.0681892980010238	0.381785459150564	1.82375382174484	0.194425938689369	FALSE	5884	5884	5884	1	1	PASS	1	LITCHI009355	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI018606	625.916368499999	0.8358587097927	0.458372682150159	1.82353517638052	0.0682223744030619	0.381860699558877	1.82353517638052	0.1161721869255	FALSE	5312	5312	5312	1	1	PASS	1	LITCHI018607	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI025005	177.595022857333	-0.612542655745661	0.33596318126796	-1.82324340850048	0.0682665332351555	0.381973217180283	-1.82324340850048	-0.161719891669218	FALSE	4233	4233	4097	1	0.96787149	PASS	1	LITCHI025004	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI014819	81.0443883953337	-0.596950710106367	0.327429484212935	-1.82314281055446	0.0682817640996999	0.381973217180283	-1.82314281055446	-0.164882338472304	FALSE	1691	1691	390	1	0.23063276	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI008345	265.019567145301	-1.20170374194779	0.659364779815909	-1.82251733597796	0.0683765257345062	0.382393311161194	-1.82251733597796	-0.0774388377795618	FALSE	1671	1671	1671	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI004728	64.9326846196657	0.843428897313074	0.462817929407725	1.82237731885716	0.0683977536317676	0.382402046972318	1.82237731885716	0.115472897631458	FALSE	6255	6255	6255	1	1	PASS	1	LITCHI004729	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI016593	365.463359730588	-0.425880300860806	0.233719952304928	-1.82218204590925	0.0684273678722603	0.382457651128514	-1.82218204590925	-0.199183600184835	FALSE	2873	2873	2719	1	0.94639749	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI012929	105.058699674268	-0.645175493930435	0.354138392798493	-1.82181742237009	0.0684826932971824	0.382656888265435	-1.82181742237009	-0.153982226924467	FALSE	1368	1368	851	1	0.62207602	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI017242	261.133732254096	-0.338477180731352	0.185829555769052	-1.82143889507012	0.0685401672748973	0.382868012829755	-1.82143889507012	-0.193711728961218	FALSE	10715	10715	9688	1	0.90415306	PASS	1	LITCHI017243	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI016305	104.103244239934	1.04910680212603	0.576028307136866	1.82127647049256	0.0685648412858494	0.382895846870575	1.82127647049256	0.0904792450464606	FALSE	7007	7007	7007	1	1	PASS	1	LITCHI016306	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI018358	9.88649586986751	2.86467678270021	1.57304615793855	1.8211015412633	0.0685914230504836	0.382907887237049	1.8211015412633	0.0360110253391446	FALSE	2486	2486	2486	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI018677	6.8381670421231	-2.41364710225425	1.32544917802486	-1.82100313031315	0.0686063810302842	0.382907887237049	-1.82100313031315	-0.0377935150722072	FALSE	300	300	300	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI000728	144.259680971714	0.593385805784139	0.325890369752611	1.82081417819922	0.0686351083364487	0.382958301751003	1.82081417819922	0.165815010885525	FALSE	2157	2157	1976	1	0.91608716	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI009344	8.54506439157531	-2.04454252936768	1.12336279239663	-1.8200198041149	0.0687559890458497	0.383522721456267	-1.8200198041149	-0.0474181867995015	FALSE	1144	1144	1144	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI026183	1451.30005821344	0.348440035445412	0.191501517612304	1.81951579177995	0.0688327757878064	0.383582261001065	1.81951579177995	0.183170293393763	FALSE	1615	1615	1615	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI022286	1532.8992196915	-0.315166873467095	0.173217687769955	-1.81948435823516	0.0688375670506287	0.383582261001065	-1.81948435823516	-0.188657068591011	FALSE	1002	1002	1002	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI027373	715.039244212281	0.631559273145415	0.347110409498412	1.81947661569137	0.0688387472511004	0.383582261001065	1.81947661569137	0.160532499157525	FALSE	4380	4380	3900	1	0.89041096	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI014738	916.689919395785	-0.389472375943833	0.214065016985321	-1.81941160414147	0.0688486576555329	0.383582261001065	-1.81941160414147	-0.201143933745809	FALSE	2779	2779	997	1	0.35876214	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI029624	280.905863317842	-0.501657425383258	0.275741627109019	-1.81930247762308	0.0688652956109395	0.383582261001065	-1.81930247762308	-0.181596059091028	FALSE	3592	3592	3592	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI017983	1438.73205841211	-0.835770078469846	0.459452685013385	-1.81905581517169	0.0689029151314537	0.383681897116586	-1.81905581517169	-0.115694903519683	FALSE	2734	2734	2636	1	0.96415508	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI030805	278.094651675943	0.519201054083105	0.285460929063201	1.81881652171094	0.0689394269107293	0.383712201670763	1.81881652171094	0.181833236701694	FALSE	2692	2692	2691	1	0.99962853	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI000635	1485.45551624416	0.80641365984723	0.443386149179616	1.8187615047049	0.0689478237406863	0.383712201670763	1.8187615047049	0.120782013220468	FALSE	2834	2834	2834	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI016557	8.3329589397924	2.93077055025444	1.61154289057682	1.81861157242016	0.0689707110377627	0.383729749965464	1.81861157242016	0.0329913386905507	FALSE	1477	1477	1337	1	0.90521327	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI028659	282.982936661053	0.436005937316655	0.239789852050765	1.8182835244602	0.0690208096211293	0.383859782859902	1.8182835244602	0.195156281015585	FALSE	5036	5036	5036	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI005066	2740.81354485106	-0.342056217197652	0.188129034393072	-1.81820003648649	0.0690335644464427	0.383859782859902	-1.81820003648649	-0.19392063566138	FALSE	17624	17624	17285	1	0.98076487	PASS	1	LITCHI005067	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI019735	479.753440004145	-0.371298643728996	0.204250649712144	-1.8178578342457	0.0690858644251167	0.384040775799426	-1.8178578342457	-0.196197404828327	FALSE	1700	1700	1514	1	0.89058824	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI008949	1984.34210751168	-0.615008455832841	0.338372900097773	-1.81754642778761	0.0691334860582788	0.384195666305582	-1.81754642778761	-0.158777409605208	FALSE	4162	4162	4056	1	0.97453148	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI026020	413.184939884236	0.627054706745253	0.345035896070982	1.81736078444503	0.0691618882741404	0.384243690711617	1.81736078444503	0.156585055608419	FALSE	8705	8705	8705	1	1	PASS	1	LITCHI026021	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY
LITCHI018835	244.759026613115	0.462310582604701	0.2544363097548	1.81699924452696	0.0692172290235553	0.384400406253762	1.81699924452696	0.190755570542626	FALSE	1289	1289	1289	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI009029	95.2068957567356	0.607984255345507	0.334669503412685	1.81667062324407	0.0692675624823676	0.384400406253762	1.81667062324407	0.160268175394836	FALSE	1467	1467	1407	1	0.9591002	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
